Medicare ID,Year,Facility,Address,City,Zip,Health Service Area,FEIN Number,Legal Entity Owner,Ownership,Administrator,Medical Director Name,Property Owner 1,Property Owner 1 Address,Property Owner 1 City,Property Owner 2,Property Owner 2 Address,Property Owner 2 City,Property Owner 3,Related Entity 1,Related Entity 1 Relationship,Related Entity 1 Interest,Related Entity 2,Related Entity 2 Relationship,Related Entity 2 Interest,Related Entity 3,Related Entity 3 Relationship,Related Entity 3 Interest,Related Entity 4,Related Entity 4 Relationship,Related Entity 4 Interest,Related Entity 5,Related Entity 5 Relationship,Related Entity 5 Interest,Full-Time Work Week,Regsitered Nurse FTE,Dialysis Technician FTE,Dietician FTE,Social Worker FTE,LPN FTE,Other Health FTE,Other Non-Health FTE,Total Employees,Personnel Comments,Authorized Stations Start,Certified Stations Start,Authorized Stations End,Certified Stations End,Peak Station Operated,Stations Setup October,Isolation Stations October,In-Center Treatments,Average Treatment Time,Number of Missed Patients,Shifts Monday,Shifts Tuesday,Shifts Wednesday,Shifts Thursday,Shifts Friday,Shifts Saturday,Shifts Sunday,Incenter Nocturnal Dialysis,Hours of Operation Oct 1,Hours of Operation Oct 2,Hours of Operation Oct 3,Hours of Operation Oct 4,Hours of Operation Oct 5,Hours of Operation Oct 6,Hours of Operation Oct 7,Patients Treated Oct 1,Patients Treated Oct 2,Patients Treated Oct 3,Patients Treated Oct 4,Patients Treated Oct 5,Patients Treated Oct 6,Patients Treated Oct 7,Beginning Patients,Ending Patients,Total Patients Treated,Number of New Patients,Number of Transient Patients,Number Patients Re-Started,Number Post-Transplant,Number Recovered,Number of Transplant Recipients,Number Transferred,Number Voluntarily Discontinued,Number Lost to Follow-up,Number of Patients Died,Medicare Patients,Medicaid Patients,Other Public Patients,Private Insurance Patients,Private Pay Patients,Charity Patients,Total Patients Payment,Male Patients Under 14,Female Patients Under 14,Total Under 14,Male Patients 15-44,Female Patients 15-44,Total 15 to 44,Male Patients 45-64,Female Patients 45-64,Total 45 to 64,Male Patients 65-74,Female Patients 65-74,Total 65 to 74,Male Patients 75 and Over,Female Patients 75 and Over,Total 75 and Over,Total Males Age,Total Females Age,Total Patients Age,Asian Patients,American Indian Patients,Black African Patients,Hawaiian Pacific Patients,White Patients,Unknown Race Patients,Total Residents Race,Hispanic Latino Patients,Non-Hispanic Latino Patients,Unknown Ethnicity Patients,Total Residents by Ethnicity,Starting Date,Ending Date,Source of Financial Data,Total Capital Expenditures,Project 1,Project 1 Amount Obligated,Project 1 Financing,Project 1 CON Number,Project 2,Project 2 Amount Obligated,Project 2 Financing,Project 2 CON Number,Project 3,Project 3 Amount Obligated,Project 3 Financing,Project 3 CON Number,Project 4,Project 4 Amount Obligated,Project 4 Financing,Project 4 CON Number,Project 5,Project 5 Amount Obligated,Project 5 Financing,Project 5 CON Number,Project 6,Project 6 Amount Obligated,Project 6 Financing,Project 6 CON Number,Project 7,Project 7 Amount Obligated,Project 7 Financing,Project 7 CON Number,Project 8,Project 8 Amount Obligated,Project 8 Financing,Project 8 CON Number,Project 9 Amount Obligated,Project 10 Amount Obligated,Long-Term Debt,Net Revenue - Medicare,Net Revenue - Medicaid,Net Revenue - Other Public,Net Revenue - Private Insur,Net Revenue - Private Pay,Total Revenue,Medicare Check,Medicaid Check,Other Public Check,Private Insurance Check,Private Pay Check,Actual Cost of Charity Care,Charity Check,Covid,Contact Person,Contact Person Title,Contact Person Telephone,Contact Person Email,Person Certifying,Certifier Title,Certification Date,Comments,Total Treatments
14-2548,2023,Dialysis Care Center Olympia Fileds,3322 Vollmer Rd,Olympia Fields,60461,7,,,Limited Liability Company,Leslie Bailey,Dr Tauseef Sarguroh,,,,,,,,,,,,,,,,,,,,,,,40,3,8,1,1,0,0,1,14,,24,24,24,24,24,24,0,240,89,3,3,0,3,0,3,0,0,No,0,14,0,14,0,14,0,0,69,0,63,0,68,0,65,70,126,20,4,0,0,1,0,3,0,0,2,44,12,0,15,0,0,71,0,0,0,9,9,18,9,10,19,9,7,16,6,12,18,33,38,71,2,0,59,0,9,1,71,10,60,1,71,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$229,314.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354715,1844351,472682,0,1345050,49500,3711583,44,12,0,15,0,0,0,,,,,,,,,,9577
14-2624,2023,DIALYSIS CARE CENTER ROCKFORD,1007 W RIVERSIDE BLVD SUITE A,Rockford,61103,1,85-1081828,DIALYSIS CARE CENTER LLC,Limited Liability Company,Johanna Adams,"KRISHNA MANDA, MD",MERIDIAN INVESTMENT PARTNERS,812 CAMPUS DRIVE,JOLIET IL 60435,,,,,,,,,,,,,,,,,,,,36,3,5,0.25,0.25,0,0,1,9.5,1 FT ADMINISTRATIVE ASSISTANT,12,12,12,12,12,12,1,240,333,3,3,0,3,0,3,0,0,No,0,12,0,12,0,12,0,0,29,0,30,0,29,0,22,38,60,26,0,1,0,3,2,12,1,0,3,33,10,6,11,0,0,60,0,0,0,2,6,8,16,10,26,9,4,13,7,6,13,34,26,60,0,0,19,0,2,39,60,12,46,2,60,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,($331.00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130589,876001,139047,,692546,0,1707594,33,10,6,11,0,0,0,,,,,,,,,,4309
14-2625,2023,Dialysis Care Center-Vollmer,222 Vollmer Rd,Chicago Heights,60411,7,36-3225982,Dialysis Care Center,Limited Liability Company,Tonia Madkins,Dr. Albara Said,Dialysis Care Center,15801 Bell Road,Homer Glen IL 60491,,,,,Dialysis Care Center,Owner,,,,,,,,,,,,,,567,2.2,7.9,0.4,0.4,0,1.4,1.9,14.2,"Administrative Assistant
Biomed
Clinical Manager",9,9,16,16,16,16,0,240,542,2,2,2,2,2,2,2,0,No,0,13,13,13,13,13,13,0,28,26,28,26,27,22,63,63,102,56,0,0,2,4,2,39,0,2,7,67,19,0,16,0,0,102,0,0,0,11,2,13,22,15,37,17,16,33,9,10,19,59,43,102,0,0,89,0,13,0,102,0,102,,102,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$103,193.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246326,1396496,339885,,640430,14400,2391211,67,19,0,16,0,0,0,,,,,,,,,,6651
14-2772,2023,Dixon Kidney Center,1131 N. Galena Ave,Dixon,61021,1,232798598,Renal Treatment Center,For Profit Corporation,Melissa Feit,Dr. Charles Sweeney,Senstrom,2420 20th Street,"Rockford, IL 61104",,,,,,,,,,,,,,,,,,,,30,4,5,0.5,0.5,0,0,2,12,"Bio-med
AA",8,8,8,8,8,8,0,218,237,2,2,1,2,1,2,1,0,No,0,12,6,10,6,10,6,0,18,7,16,8,16,8,26,25,40,12,2,0,0,0,1,3,1,0,5,26,4,0,6,0,1,37,0,0,0,4,2,6,9,3,12,5,4,9,7,3,10,25,12,37,0,0,0,0,33,4,37,4,33,0,37,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$571,770.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,753564,32127,869657,1402016,0,3057364,26,4,0,6,0,15840,1,,,,,,,,,,2099
14-2793,2023,DSI Loop Renal,1101 S Canal St,Chicago,60607,6,20-269-4671,DSI Renal,For Profit Corporation,Cecilla Harris,"Dr, Sheldon Hirsch",Canal Taylor South LLC,1101 S Canal,Chicago IL 60607,,,,,Lakeside Nephrology,sub-tenant,nephrology,,,,,,,,,,,,,32,3,6,1,1,0,0,0,0,"BioMed
Facility Administrator
Administrative Assistant",28,28,28,28,28,28,28,240,328,60,3,,3,,3,,,No,0,12,0,12,0,12,,0,32,0,31,0,28,,39,30,0,2,22,0,0,0,1,4,0,0,0,40,7,0,5,3,0,0,0,,0,9,,0,20,,0,14,,0,12,,0,0,0,0,3,0,37,0,15,0,0,3,52,0,0,23-Jan,30-Dec,Review/Compilation of Financial Statements,"33,803,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"500,431.60","15,988","851,630,19","1,122,454.10",,0,0,0,0,0,0,"2,160.00",0,,,,,,,,,,4264
14-2628,2023,Edgewater,615 Harrison Avenue,Rockford,61108,1,95-3372911,Davita,For Profit Corporation,Kathryn Carlson,Dr. Syed Ahmed,First Midwest Group,6801 Spring Creek Road,Rockford IL 61114,,,,,,,,,,,,,,,,,,,,32,1,2,0.2,0.2,0,0,0.6,4,Administrative Assistant,8,8,8,8,8,8,1,210,66,3,3,,3,,3,,,No,0,15,0,15,0,15,0,0,22,0,21,0,20,0,12,22,34,24,1,0,0,0,1,11,0,0,2,26,7,1,0,0,0,34,0,0,0,1,2,3,8,1,9,9,6,15,3,4,7,21,13,34,0,0,10,0,24,,34,11,23,0,34,7/31/2022,7/31/2023,Review/Compilation of Financial Statements,"$6,981.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323240.47,75803,470500,0,0,869543.47,26,7,1,0,0,0,0,,,,,,,,,,351
14-2651,2023,Effingham DaVita Dialysis,"904 Medical Park Dr., Suite 1",Effingham,62401,5,62-1323090,"DVA Renal Healthcare, Inc.",For Profit Corporation,Leigh Hammer,Dr. Bashar Alzahabi,"HSHS Medical Group, Inc.",800 NE Glen Oak Ave,"Peoria, IL 61603",,,,,,,,,,,,,,,,,,,,32,3,4,1,0,0,1,2,11,"Other Health Professional:  Leigh Hammer, R.N. - Facility Administrator

Other Non-Health Professionals:  Cathy Zaccari, Administrative Assistant
                                                      Grant Roehrs, BioMedical Technician",16,16,16,16,16,16,1,240,326,2,2,2,2,2,2,2,0,No,0,11,11,11,11,11,11,0,30,16,27,16,29,20,41,57,85,38,4,1,1,5,2,12,1,0,8,50,1,22,12,0,0,85,0,0,0,5,6,11,13,12,25,16,12,28,12,9,21,46,39,85,0,0,2,0,83,,85,0,85,0,85,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1690701.39,28921.78,766836,419295,0,2905754.17,50,1,22,12,0,0,0,,,,,,,,,,7000
14-2584,2023,Ford City,8159 S. Cicero,Chicago,60652,6,95-3372911,Davita,For Profit Corporation,Christine Butler,Dr. Michael Arvan,Horizon Realty,1946 W. Lawrence Avenue,Chicago,,,,,Davita,Owner,Wholly Owned,,,,,,,,,,,,,40,1,4,10,10,0,10,10,45,"Other Health-related professionals: Administrative Assistant
Other Non health-related Professionals: Biomedical Technician",12,12,12,12,12,12,0,240,0,3,3,0,3,0,3,0,0,No,0,15,0,15,0,15,0,0,25,0,25,0,25,0,30,29,48,12,5,1,0,0,4,7,1,0,4,37,8,2,1,0,0,48,0,0,0,2,2,4,8,9,17,10,6,16,5,6,11,25,23,48,1,0,20,1,26,,48,25,23,0,48,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$4,463.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87119.06,508873.77,557542.51,93598.82,,1247134.16,37,8,2,1,0,0,0,,,,,,,,,,
14-2648,2023,"Fox Valley Dialysis, Ltd.",1300 Waterford Drive,Aurora,60504,8,,"Renaissance Management Company, LLC",Limited Liability Company,Elaine Stagen,Dr. Pardeep Sood,RBSG&M,1300 Waterford Drive,"Aurora, IL 60504",,,,,"Fox Valley Medical Associates, Ltd",Affiliate,Medical Director Agreement,Renaissance Management Co. LLC,Affiliate,Employee Lease Mgmt Agreement,"Yorkville Dialysis Center, LLC",Affiliate,None,"Fox Valley Acute Dialysis Services, LL",Affiliate,None,"Tri-Cities Dialysis, LLC",Affiliate,None,40,6.8,15.7,1,0.85,0,0,2.08,26.43,Other Non Health-Related Professionals: Biomedical Technicians & Clerical,29,29,29,29,27,26,0,230,640,3,3,3,3,3,3,3,0,No,0,16,16,16,16,16,16,0,65,59,64,59,65,58,129,133,201,64,5,1,2,7,8,38,1,0,14,128,47,0,25,1,0,201,0,0,0,11,14,25,61,31,92,29,18,47,22,15,37,123,78,201,2,0,46,3,148,2,201,105,95,1,201,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3183432,777016,0,4474058,0,8434506,128,47,0,25,1,0,0,,,,,,,,,,19690
14-2590,2023,Geneva Crossing,546 S Schmale Rd.,Carol Stream,60188,7,60188,82-0804602,For Profit Corporation,Kristina Lopez,Shivani Shah,Eric Jacobson / Frontline Real Estate,477 Elm Place,"Highland, IL 60035",,847-780-8061,,,,,,,,,,,,,,,,,,38,3,5,0.5,0.5,0,0,1.5,10.5,"Facility Administrator
Biomed",14,14,14,14,14,14,1,225,59,3,3,2,3,2,3,2,0,No,0,16,12,16,12,16,12,0,29,20,29,20,28,22,40,50,64,63,31,1,0,2,2,52,3,0,4,42,8,0,10,0,4,64,0,0,0,8,0,8,8,8,16,10,10,20,15,5,20,41,23,64,10,0,10,0,44,0,64,13,51,0,64,1/2/2023,12/31/2023,Review/Compilation of Financial Statements,$-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,811334.81,71248.47,807330.56,1216269.53,,2906183.37,42,8,0,10,0,40320,4,,,,,,,,,,6754
14-2863,2023,Glen Dialysis,"2601 Compass Rd., Suite 145",Glenview,60026,7,95-3372911,"Total Renal Care- Davita, Inc.",For Profit Corporation,Sandy Hall,"Stuart Sprague, D.O.",MB Real Estate,205 N. Michigan,"Chicago, IL, 60601",,,,,,,,,,,,,,,,,,,,36,3.5,7,1,1,0,0,2,14.5,Biomed and Administrative Assistant,16,16,16,16,16,16,16,210,228,3,3,3,3,3,3,3,0,No,0,13,12,11,11,13,12,0,40,38,34,31,41,37,82,80,126,49,3,0,1,1,7,28,6,0,5,91,10,8,16,0,1,126,0,0,0,4,2,6,10,10,20,20,10,30,43,27,70,77,49,126,29,0,2,0,95,,126,8,118,0,126,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$87,220.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1860418.25,102705.47,952817,1586676,0,4502616.72,91,10,8,16,0,1800,1,,,,,,,,,,10735
14-2850,2023,Grand Crossing Dialysis,7319 S. Cottage Grove,Chicago,60619,6,95-3372911,"Total Renal Care, INC",For Profit Corporation,Rossley Bradley,Mohamed Salem,Mao Mei,7329 S. Cottage Grove Ave,"Chicago, Il. 60619",,,,,,,,,,,,,,,,,,,,34,3,6,1,1,0,1,1,13,"1 - Facility Administrator
1 - Administrative Assistant
1 - Biomed",12,12,12,12,12,12,1,210,1282,3,3,3,3,3,3,3,0,No,0,16,12,16,12,16,12,0,23,15,20,13,18,14,0,0,55,15,4,1,0,0,0,3,1,0,3,26,23,2,3,0,1,55,0,0,0,7,8,15,12,11,23,7,6,13,2,2,4,28,27,55,,,54,,,,54,1,,,1,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$50,774.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,709096.34,8075.55,1309916.32,298278,0,2325366.21,26,23,2,3,0,0,1,,,,,,,,,,5684
14-2604,2023,Granite City Dialsysis,9 American Village,Granite City,62040,11,23-2798598,"Renal Treatment Centers of IL, INC.",For Profit Corporation,Tedra Howell,Kenneth Gerdes,Daniels Realty Group,8706 Manchester Rd Ste. 102,"St. Louis, MO 63144",,,,,,,,,,,,,,,,,,,,40,4,5,1,1,0,0.5,2,13.5,"Other Health-related Professionals-Biomed Service Technician
Other Non Health-related Professionals- Admin. Assistant and Facility Administrator",20,20,20,20,20,20,1,240,951,3,3,2,3,2,3,2,0,No,0,11,9,11,9,11,9,0,38,31,38,42,31,0,85,86,91,20,1,1,0,4,0,8,1,1,10,70,10,2,6,0,3,91,0,0,0,7,4,11,25,17,42,10,21,31,4,3,7,46,45,91,0,0,49,0,42,0,91,13,78,0,91,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$89,619.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1226857.42,52777.33,2167972.26,764899.57,0,4212506.58,70,10,2,6,0,98912,3,,,,,,,,,,10307
14-2741,2023,Horizon Health Dialysis Center,725 E. Court St.,Paris,61944,4,,"Hospital & Medical Foundation of Paris, Inc.",Other Not for Profit,Tabatha Donnelly,Dr. Kumar Gaurav,,,,,,,,,,,,,,,,,,,,,,,376,2.8,0.9,0.8,1,0,1,1.9,8.4,"Biomedical Technician 1.0 FTE, Registration/Authorization 0.9 FTE, Administrator/RN 1.0 (Not counted in RN numbers above)",0,0,8,8,8,8,1,208,44,2,2,0,2,0,2,0,0,No,0,11,0,11,0,11,0,0,10,0,9,0,10,0,0,10,15,15,0,1,0,0,0,3,1,0,2,14,0,0,1,0,0,15,0,0,0,1,0,1,0,0,0,5,1,6,4,4,8,10,5,15,0,0,0,0,15,0,15,0,15,0,15,2/1/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,0,0,1,0,0,0,,,,,,,,,,831
14-2736,2023,Illini Renal DaVita Dialysis,1004 W. Anothony Dr.,Champaign,61821,4,62-1323090,DaVita,For Profit Corporation,Michele Stapleton,Abdel-Moneim Attia,"Reality Income Illinois Properties, LLC",11995 El Camino Real,"San Diego, California",,,,,,,,,,,,,,,,,,,,40,6,9,1,1,0,1,2,20,"Other Health Professionals: 
Michele Stapleton, MSN, RN, FA
Facility Administrator
Other non-health related professionals:
Candi Scott, Administrative Assistant
Frank Smith, Bio-med",24,24,24,24,24,24,2,200,1327,2,2,2,2,2,2,2,2,No,0,12,12,12,12,12,12,0,36,25,34,22,33,26,80,80,113,36,0,3,2,0,2,24,2,3,10,95,,,,,,95,0,0,0,12,8,20,27,13,40,19,8,27,12,12,24,70,41,111,1,0,48,0,62,0,111,5,106,0,111,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129722.83,1538958.57,2247547.84,222940.32,0,4139169.56,95,0,0,0,0,0,0,,,,,,,,,,8551
14-2654,2023,Jacksonville Dialysis,1515 W. Walnut Bldg. # 11,Jacksonville,62650,3,62-1323090,"DVA Renal Healthcare, Inc.",For Profit Corporation,Matthew Dixon,"Oritsegbubemi Adekola, MD","DVA Renal Healthcare, Inc.",2000 16th Street,"Denver, CO 80202",,,,,,,,,,,,,,,,,,,,40,3,4.5,0.5,0.5,0,0,2,0,"Administrative Assistant, Facility Administrator",14,14,14,14,14,14,1,215,1194,3,3,3,3,3,3,3,0,Yes,0,15,12,15,12,15,12,0,33,21,27,23,27,29,73,71,135,40,3,0,0,3,1,10,11,0,10,92,1,32,9,0,1,0,0,0,0,0,3,0,23,21,0,22,30,0,26,10,0,0,0,0,1,0,21,0,113,0,0,4,110,0,0,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,636.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1,371,688.44","2,538.25","1,089,155.50","650,922.54",0,0,0,0,0,0,0,"7,560.00",0,,,,,,,,,,9143
14-2313,2023,John H. Stroger Hospital of Cook County,1969 W. Ogden Ave. #2353,Chicago,60612,6,36-6006541,Cook County Health,Government County,Kristin Uebel,Dr. Kalyani Perumal MD,Cook County,118 N. Clark Street,"Chicago, IL 60612",,,,,Cook County,Property Owner,,Cook County Health,Governing Board,,,,,,,,,,,40,10,5,1,1,0,4,1,22,"Health-Related Professionals- 1- Medical Director Hemodialysis Services, 2- Medical Director Peritoneal Dialysis , 3- APN, 4- Medical Assistant

Non-Health-Related Professionals- 1 Dialysis Clerk

Note- 3.0 FTEs Agency/ Contracted Registered Nurses, 1.0 FTE Agency/ Contracted Dialysis Technician",9,9,9,9,9,9,2,240,13,1,1,1,1,1,1,1,0,No,0,18,18,18,18,18,18,0,7,6,7,5,7,6,12,11,18,6,0,0,0,0,0,7,0,0,0,5,13,0,0,0,0,18,0,0,0,1,3,4,5,2,7,2,2,4,1,2,3,9,9,18,2,0,9,0,7,0,18,7,11,0,18,12/1/2022,11/30/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323916,827638,,,,1151554,5,13,0,0,0,,0,,,,,,,,,,1927
14-2818,2023,Kankakee County,581 William Latham Sr.Drive Suite 104,Bourbonnais,60914,9,23-2798598,"Renal Treatment Center-Illinois,Inc",For Profit Corporation,Arthie Henderson,Dr.Nashib Hashmi,Ahmed,1079 Country Lane,"Bourbonnais,IL 60914",,,,,,,,,,,,,,,,,,,,40,6,6,0,0,0,3,0,15,,16,16,16,16,16,16,0,210,549,3,3,2,3,2,3,2,0,No,0,15,11,15,11,15,11,0,34,24,33,18,36,25,54,68,94,38,10,1,0,0,0,27,3,0,4,72,12,3,7,0,0,94,0,0,0,6,3,9,20,15,35,18,7,25,13,12,25,57,37,94,0,0,36,1,57,0,94,5,89,0,94,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$42,717.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46100.27,1499156.55,1426123.86,13858741.21,0,16830121.89,72,12,3,7,0,0,0,,,,,,,,,,8192
14-2640,2023,Lake County Dialysis Services,565 Lakeview Pkwy Suite 176,Vernon Hills,60061,8,95-3372911,"Total Renal Care - DaVita, Inc.",For Profit Corporation,Sandy Hall,"Leon Sujata, M.D.",Globe Property Management,520 Lake Cook Road Suite 100,"Deerfield, IL, 60015",,,,,,,,,,,,,,,,,,,,36,4,6,0.5,0.5,0,0,2,13,Biomed and Administrative Assistant,18,18,18,18,18,18,18,210,194,3,3,2,2,2,3,2,0,Yes,0,19,13,19,13,19,13,0,39,10,37,9,40,12,55,57,81,24,4,1,0,0,2,13,4,0,5,53,12,8,7,,1,81,0,0,0,6,2,8,11,8,19,15,11,26,18,10,28,50,31,81,9,0,15,1,56,,81,12,69,0,81,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$10,880.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1114868.93,116195.29,1097443.12,799644.61,0,3128151.95,53,12,8,7,0,1080,1,,,,,,,,,,"8,119"
14-2660,2023,Lincoln DaVita,2100 5th Street,Lincoln,62656,3,62132323090,"Renal Treatment Centers-Illnois, Inc.",For Profit Corporation,Katherine Estelle Blackburn,Parveen Naaz-Ikramuddin,"Sheley Group, LLC.",P.O. Box 367,Lincoln IL 62656,,,,,,,,,,,,,,,,,,,,36,80,72,14,14,0,0,20,200,AA and Biomed,14,14,14,14,14,14,1,210,390,2,2,1,2,1,2,1,0,No,0,11,7,11,7,11,7,0,24,14,27,14,28,12,35,41,63,25,3,1,1,1,0,17,4,0,5,26,1,32,3,0,1,63,0,0,0,1,1,2,14,4,18,12,8,20,15,8,23,42,21,63,0,0,3,0,60,0,63,0,63,0,63,1/1/2023,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,837793.03,3812.83,961279.64,218616.33,,2021501.83,26,1,32,3,0,8280,1,,,,,,,,,,6569
14-2661,2023,Litchfield Dialysis,915 St. Francis Way,Litchfield,62056,3,62-1323090,"DVA Renal Healthcare, Inc.",For Profit Corporation,Kenneth Mick,"Xueguang Chen, MD",St. Francis Hosp of the Hosp Sisters,1215 Franciscan Drive,"Litchfield, IL, 62056",,,,,,,,,,,,,,,,,,,,40,3,5,0.5,0.5,0,0.5,0,9.5,Biomed technician,12,12,12,12,12,12,0,210,535,2,2,2,2,2,2,2,0,No,0,10,10,10,10,10,10,0,22,22,20,22,19,19,38,45,66,25,4,0,0,0,0,12,0,0,6,60,3,1,1,0,1,66,0,0,0,1,5,6,11,5,16,12,13,25,8,11,19,32,34,66,0,0,2,0,64,0,66,1,65,0,66,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$15,188.73",40 gallon water heater,4824.82,STL,,*A2931 CNU combined MS 120-48 s,1094.16,STL,,*A2931 CNU MR-36 access point so,612.44,STL,,*A2931 CNU combined MX 85 softw,2935.15,STL,,*IOT Gateway Device,880.83,STL,,*A2931 CNU MR 36 Hardware,892.34,STL,,*A2931 CNU MS120-48 LP hardwar,3035.47,STL,,*A2931 CNU MX 85 hardware,913.82,STL,,,,0,1007033.66,7237.13,720459.9,229895.96,0,1964626.65,60,3,1,1,0,13680,1,,,,,,,,,,6121
14-2665,2023,Loyola Center for Dialysis on Roosevelt,1201 W. Roosevelt Road,Maywood,60153,7,36-4015560,LUMC (Loyola University Medical Center),Not for Profit Corporation,Maritess Wynkoop,"Vinod Bansal, MD",Loyola University Medical Center,2160 South First Avenue,"Maywood, IL 60153",,,,,"Loyola University Health System, Paren","Sole Corporation, Member",Direct Owner,,,,,,,,,,,,,40,13,12,2,2,0,0,4.5,33.5,"Service Representatives: 2 FT 
Register patients in EPIC & Crownweb, enter and reconcile patients' daily 
charges, Pt's medical record keeping, order dialysis and office supplies and 
keep the waiting area/front office desk in order and safe.

Patient Care Assistant - 1 PT
keeping dialysis supplies par level, keep the storage area clean & in order 
and environmental up-keep.

Security Officers:  2 FT
Maintain safety.",31,31,31,31,31,31,1,240,2002,3,3,3,3,3,3,3,0,No,0,16,16,16,16,16,16,0,55,53,51,35,60,56,129,111,203,45,7,1,1,0,15,35,0,0,12,138,32,0,0,33,0,203,0,0,0,20,16,36,34,20,54,40,34,74,17,22,39,111,92,203,6,0,88,0,109,0,203,66,137,0,203,7/1/2022,6/30/2023,Audited Financial Statements,"$7,185.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6662289.26,868472.21,5419.3,2787965.41,2128.84,10326275.02,138,32,0,0,33,0,0,,,,,,,,,,16878
14-2341,2023,Machesney Park Dialysis,7170 N Perryville Rd,Machesney Park,61115,1,81-1269053,Total Renal Care,Limited Liability Company,Tyler Schwarz,Michael Robertson,First Midwest Group,6801 Spring Creek Rd,"Rockford, IL 61114",,,,,Rockford Nephrology Associates,JV Partner,Ownership Interest,,,,,,,,,,,,,35,2,4,0.5,0.5,0,0,1.5,8.5,"Facility Administrator
Administrative Assistant",12,12,12,12,12,12,12,210,228,0,3,1,3,1,3,1,0,No,0,16,7,16,7,16,7,0,30,6,27,7,27,8,50,40,69,17,1,1,0,3,3,12,3,0,8,58,2,3,6,0,0,69,0,0,0,3,3,6,20,7,27,10,8,18,11,7,18,44,25,69,0,0,2,2,59,6,69,5,63,1,69,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,"$6,908.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,707077.06,31299.52,974996.82,519535.26,0,2232908.66,58,2,3,6,0,0,0,,,,,,,,,,5773
14-2817,2023,Manteno,1 East Division Street,Manteno,60950,9,23-2798598,"Renal Treatment Centers-IL, INC",For Profit Corporation,Arthie Henderson,Dr.Paritosh Tiwari,"Jerry Curwick VI,LLC",600 North Main Street,"Manteno, Illinois 60950",,,,,,,,,,,,,,,,,,,,40,1,1,0,0,0,0,0,2,,15,15,15,15,15,15,0,210,82,3,3,0,3,0,3,0,0,No,0,12,0,12,0,12,0,0,18,0,16,0,18,0,25,0,38,12,1,0,0,0,0,36,2,0,0,28,6,3,1,0,0,38,0,0,0,2,2,4,7,5,12,9,0,9,8,5,13,26,12,38,10,0,15,0,23,0,48,1,37,0,38,1/1/2023,12/31/2023,Review/Compilation of Financial Statements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444627.06,2372.68,510895.24,44152.59,0,1002047.57,28,6,3,1,0,0,0,,,,,,,,,,2970
